status,method,path,doc_files,openapi_methods_for_path,openapi_security_required
MISSING,GET,/api/v2/admin/missions,docs/v2_specs/06_design/v2_admin_master_plan_ko.md,,
MISSING,GET,/api/v2/admin/missions/progress,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/mission_channel_join.md,,
OK,GET,/api/v2/admin/ops/active-users,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/ops/audit-logs,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/ops/daily-finance,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/ops/daily-revenue,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/ops/daily-spending,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
MISSING,GET,/api/v2/admin/ops/hq-margin-stats,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/golden/00_v2_golden_comprehensive_summary.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/golden/12.hq_margin_csv_import_comprehensive.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/golden/20260131_hq_margin_dashboard_phase2_design.md,,
OK,GET,/api/v2/admin/ops/interventions,docs/v2_specs/90_troubleshooting/archive/v2_golden_realtime_monitoring_guide_ko.md,GET,True
MISSING,GET,/api/v2/admin/ops/roi/campaign/{id},docs/v2_specs/07_golden/2026_01_29_golden_v2_feature_routing_map_ko.md,,
MISSING,GET,/api/v2/admin/ops/roi/summary,docs/v2_specs/07_golden/2026_01_29_golden_v2_feature_routing_map_ko.md,,
OK,GET,/api/v2/admin/ops/status,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/golden/20260131_hq_margin_csv_import_phase2_ops_dashboard.md|docs/v2_specs/03_api/v2_admin_ops_api_contract_ko.md|docs/v2_specs/06_design/v2_admin_master_plan_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_ground_sot_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_admin_20260124.md|docs/v2_specs/90_troubleshooting/W06_AUTH_troubleshooting.md|docs/v2_specs/90_troubleshooting/W06_DB_troubleshooting.md|docs/v2_specs/90_troubleshooting/archive/daily/20260202_20260204/20260204_hq_margin_segment_verification.md|docs/v2_specs/90_troubleshooting/archive/weekly/W05_INFRA_troubleshooting.md,GET,True
MISSING,GET,/api/v2/admin/ops/tasks/{task_id}/execution-result,docs/v2_specs/03_api/v2_admin_ops_api_contract_ko.md,,
OK,GET,/api/v2/admin/prospect/pending-sync-users,docs/v2_specs/07_golden/v2_golden_hq_margin_cc_deposit_auto_reflection_design_ko.md,GET,True
MISSING,GET,/api/v2/admin/prospects,docs/v2_specs/07_golden/v2_patch_execution_log_ko.md,,
OK,GET,/api/v2/admin/roi/top-campaigns,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/00_sot_meta/1차_2026_v2_production_deployment_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md,GET,True
OK,GET,/api/v2/admin/shop/products,docs/v2_specs/06_design/v2_admin_master_plan_ko.md,"GET,POST",True
OK,GET,/api/v2/admin/streak-rewards/users/{user_id},docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/streak-rewards/users/{user_id}/milestone-progress,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/team-battle/teams/{team_id}/members,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/04.team_battle.md|docs/v2_specs/02_game/v2_team_battle_sot_ko.md|docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,True
OK,GET,/api/v2/admin/team-battle/teams/{team_id}/members/{user_id}/contributions,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/04.team_battle.md|docs/v2_specs/02_game/v2_team_battle_sot_ko.md|docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,True
OK,GET,/api/v2/admin/users,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/00_sot_meta/1차_2026_v2_production_deployment_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/06_design/v2_admin_master_plan_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_ground_sot_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_final_verification_20260124.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_admin_20260124.md,"GET,POST",True
MISSING,GET,/api/v2/admin/users/1/game-logs,docs/v2_specs/90_troubleshooting/archive/weekly/W05_GAME_troubleshooting.md,,
MISSING,GET,/api/v2/admin/users/3/game-logs,docs/v2_specs/90_troubleshooting/archive/weekly/W05_INFRA_troubleshooting.md,,
OK,GET,/api/v2/admin/users/level,docs/v2_specs/90_troubleshooting/W06_FRONTEND_troubleshooting.md|docs/v2_specs/90_troubleshooting/W06_LEVEL_troubleshooting.md,GET,True
OK,GET,/api/v2/admin/users/resolve,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/00_con.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/20260126_team_battle_nickname_lookup_update.md,GET,True
MISSING,GET,/api/v2/admin/users/{id},docs/v2_specs/06_design/v2_admin_master_plan_ko.md,,
MISSING,GET,/api/v2/admin/users/{id}/game-logs,docs/v2_specs/90_troubleshooting/archive/20260130_error_triage_checklist.md,,
MISSING,GET,/api/v2/admin/users/{userId}/game-logs,docs/v2_specs/90_troubleshooting/W05_FRONTEND_troubleshooting.md|docs/v2_specs/90_troubleshooting/archive/weekly/W05_FRONTEND_troubleshooting.md,,
OK,GET,/api/v2/admin/users/{user_id},docs/v2_specs/03_api/v2_admin_ops_api_contract_ko.md,"DELETE,GET",True
OK,GET,/api/v2/admin/users/{user_id}/game-logs,docs/v2_specs/90_troubleshooting/archive/weekly/W05_GAME_troubleshooting.md,GET,True
OK,GET,/api/v2/admin/users/{user_id}/missions,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/20260130_mission_admin_features_update.md,GET,True
MISSING,GET,/api/v2/admin/users/{user_id}/vault-logs,docs/v2_specs/90_troubleshooting/archive/weekly/W05_VAULT_troubleshooting.md,,
OK,GET,/api/v2/admin/vault/aggregate,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/vault/spend-limits,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/vault/spend-limits/summary,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/admin/20260129_v2_admin_features_update.md,GET,True
OK,GET,/api/v2/admin/vault/stats,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md|docs/v2_specs/06_design/V2_admin_pages_list.md,GET,True
MISSING,GET,/api/v2/admin/vault/status,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md,,
OK,GET,/api/v2/admin/vault/trend,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md|docs/v2_specs/06_design/V2_admin_pages_list.md,GET,True
OK,GET,/api/v2/admin/vault/users,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md|docs/v2_specs/06_design/V2_admin_pages_list.md,GET,True
OK,GET,/api/v2/admin/vault/users/{user_id}/ledger,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md,GET,True
OK,GET,/api/v2/admin/vault/withdrawals/{status},docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md,GET,True
OK,GET,/api/v2/admin/withdrawals,docs/v2_specs/06_design/v2_admin_master_plan_ko.md,GET,True
OK,GET,/api/v2/dice/status,docs/v2_specs/00_sot_meta/artifacts/v2_game_failures_for_ai_20260124.md|docs/v2_specs/03_api/v2_game_api_contract_ko.md,GET,True
MISSING,GET,/api/v2/exchange/craft-status,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/00_con.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/game/20260131_puzzle_collection_gold_key_craft.md,,
OK,GET,/api/v2/health,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/auth/learned_context_summary_auth.md|docs/v2_specs/00_sot_meta/1차_2026_v2_production_deployment_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/03_api/v2_system_api_contract_ko.md|docs/v2_specs/05_ops/v2_system_ops_sot_ko.md|docs/v2_specs/90_troubleshooting/W06_INFRA_troubleshooting.md,GET,False
OK,GET,/api/v2/health/db,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/03_api/v2_system_api_contract_ko.md|docs/v2_specs/05_ops/deployment/v2_deployment_docker_compose_guide_ko.md|docs/v2_specs/05_ops/v2_system_ops_sot_ko.md,GET,False
OK,GET,/api/v2/inbox,docs/v2_specs/00_sot_meta/v2_implementation_progress_checklist_ko.md|docs/v2_specs/03_api/v2_admin_ops_api_contract_ko.md|docs/v2_specs/90_troubleshooting/archive/weekly/W05_MISSION_troubleshooting.md|docs/v2_specs/99_verification/e2e/20260126_inbox_e2e.md|docs/v2_specs/99_verification/v2_admin_ops_verification_report_ko.md,GET,True
OK,GET,/api/v2/inventory,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/inventory/learned_context_summary_inventory.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/mission_channel_join.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/03_api/v2_inventory_shop_api_contract_ko.md,GET,True
OK,GET,/api/v2/level-xp/status,docs/v2_specs/90_troubleshooting/W06_FRONTEND_troubleshooting.md|docs/v2_specs/90_troubleshooting/W06_LEVEL_troubleshooting.md,GET,True
OK,GET,/api/v2/lottery/status,docs/v2_specs/03_api/v2_game_api_contract_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_20260124.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_game_20260124.md,GET,True
OK,GET,/api/v2/metrics,docs/v2_specs/03_api/v2_system_api_contract_ko.md|docs/v2_specs/05_ops/v2_system_ops_sot_ko.md,GET,False
OK,GET,/api/v2/mission/,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/game/learned_context_summary_game.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/10.mission_actionable_guides.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/learned_context_summary_mission.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/mission_channel_join.md|docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/03_api/v2_mission_streak_api_contract_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_public_20260124.md|docs/v2_specs/90_troubleshooting/W06_MISSION_troubleshooting.md|docs/v2_specs/90_troubleshooting/archive/weekly/W05_MISSION_troubleshooting.md,GET,True
OK,GET,/api/v2/mission/streak/rules,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/mission/learned_context_summary_mission.md|docs/v2_specs/03_api/v2_mission_streak_api_contract_ko.md,GET,True
MISSING,GET,/api/v2/new-user/status,docs/v2_specs/03_api/v2_auth_user_api_contract_ko.md,,
OK,GET,/api/v2/roulette/status,docs/v2_specs/03_api/v2_game_api_contract_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_20260124.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_game_20260124.md,GET,True
OK,GET,/api/v2/shop/products,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/inventory/learned_context_summary_inventory.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/shop/learned_context_summary_shop.md|docs/v2_specs/03_api/v2_inventory_shop_api_contract_ko.md|docs/v2_specs/05_ops/v2_shop_products_ui_config_sot_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_20260124.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_shop_inventory_20260124.md|docs/v2_specs/99_verification/sot_verification_report_shop.md|docs/v2_specs/99_verification/v1_to_v2_shop_products_conversion_ko.md,GET,True
MISSING,GET,/api/v2/streak/info,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md,,
OK,GET,/api/v2/surveys/active,docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_20260124.md,GET,True
OK,GET,/api/v2/team-battle/rankings,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/20260127_team_battle_rankings_endpoint_update.md,GET,False
MISSING,GET,/api/v2/team-battle/seasons,docs/v2_specs/03_api/v2_api_contract_ko.md,,
OK,GET,/api/v2/team-battle/seasons/active,docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,False
OK,GET,/api/v2/team-battle/status,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/20260127_team_battle_status_endpoint_update.md,GET,True
OK,GET,/api/v2/team-battle/teams,docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,False
OK,GET,/api/v2/team-battle/teams/leaderboard,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/20260127_team_battle_rankings_endpoint_update.md|docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,False
OK,GET,/api/v2/team-battle/teams/me,docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,GET,True
OK,GET,/api/v2/ticket-zero/status,docs/v2_specs/03_api/v2_ticket_zero_api_contract_ko.md,GET,True
OK,GET,/api/v2/today-feature,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/auth/learned_context_summary_auth.md|docs/v2_specs/03_api/v2_system_api_contract_ko.md|docs/v2_specs/05_ops/v2_system_ops_sot_ko.md,GET,True
MISSING,GET,/api/v2/ui-config/{key},docs/v2_specs/03_api/v2_auth_user_api_contract_ko.md,,
OK,GET,/api/v2/user/balance,docs/v2_specs/03_api/v2_auth_user_api_contract_ko.md,GET,True
OK,GET,/api/v2/user/economy/latency/evidence,docs/v2_specs/90_troubleshooting/W06_VAULT_troubleshooting.md,"GET,POST",True
OK,GET,/api/v2/user/economy/latency/policy,docs/v2_specs/90_troubleshooting/W06_VAULT_troubleshooting.md,GET,False
MISSING,GET,/api/v2/user/honor-report,docs/v2_specs/07_golden/2026_01_28_golden_frontend_spec.md,,
OK,GET,/api/v2/user/me,docs/v2_specs/00_sot_meta/1차_2026_v2_final_deployment_master_checklist_ko.md|docs/v2_specs/00_sot_meta/1차_2026_v2_production_deployment_checklist_ko.md|docs/v2_specs/03_api/v2_api_contract_ko.md|docs/v2_specs/03_api/v2_auth_user_api_contract_ko.md|docs/v2_specs/08_changelog/통합/v2_fullstack_integration_test_logs_auth_20260124.md,GET,True
OK,GET,/api/v2/vault/status,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/00_con.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/20260127_vault_today_spent_shop_purchase_update.md|docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/vault/learned_context_summary_vault.md|docs/v2_specs/90_troubleshooting/archive/weekly/W05_MISSION_troubleshooting.md,GET,True
MISSING,GET,"/api/v2/{dice,roulette,lottery}/status",docs/v2_specs/00_sot_meta/artifacts/v2_game_failures_for_ai_20260124.md,,
MISSING,GET,/api/ws/events,docs/v2_specs/90_troubleshooting/archive/v2_troubleshooting_20260120_backend_runtime_ko.md,,
OK,PATCH,/api/v2/admin/team-battle/members/{user_id}/joined-at,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/teambattle/04.team_battle.md|docs/v2_specs/02_game/v2_team_battle_sot_ko.md|docs/v2_specs/03_api/v2_team_battle_api_contract_ko.md,PATCH,True
MISSING,PATCH,/api/v2/admin/users/{id}/nickname,docs/v2_specs/90_troubleshooting/W06_INFRA_troubleshooting.md,,
OK,PATCH,/api/v2/inbox/read,docs/v2_specs/00_sot_meta/v2_implementation_progress_checklist_ko.md|docs/v2_specs/03_api/v2_admin_ops_api_contract_ko.md|docs/v2_specs/99_verification/e2e/20260126_inbox_e2e.md|docs/v2_specs/99_verification/v2_admin_ops_verification_report_ko.md,PATCH,True
MISSING,POST,/api/activity/record,docs/v2_specs/00_sot_meta/00_A_sot_code_ops_chk/learned_/auth/auth.md|docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/admin-mission/,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/auth/token,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md|docs/v2_specs/90_troubleshooting/W06_AUTH_troubleshooting.md|docs/v2_specs/90_troubleshooting/archive/20260127_admin_login_integrity_error_fix.md,,
MISSING,POST,/api/dev/ch25-events/publish,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/dev/create-test-user,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/dev/grant-game-tokens,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/dice/play,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/golden/intervention/resolve,docs/v2_specs/07_golden/00_golden_project_status_v2_ko copy.md|docs/v2_specs/07_golden/LLM/00_golden_project_status_v2_ko.md,,
MISSING,POST,/api/golden/reengagement/queue,docs/v2_specs/07_golden/00_golden_project_status_v2_ko copy.md|docs/v2_specs/07_golden/LLM/00_golden_project_status_v2_ko.md,,
MISSING,POST,/api/inventory/use,docs/v2_specs/01_core/v2_item_inventory_sot_ko.md|docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/lottery/play,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/mission/daily-gift,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
MISSING,POST,/api/mission/streak/claim,docs/v2_specs/03_api/v1/v1_legacy_api_list_ko.md,,
