path,domain,doc_type,version,created_at,author,target,status,final_review_at,redirect_target
docs/v1archive/06_ops/202601/도파민2차/[20261월첫째주] [2026001#]daily_mission_system_ko_v5.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/[20261월첫째주] [2026001#]economy_onboarding_v7.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/[20261월첫째주] [2026001#]inventory_voucher_system_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/[20261월첫째주] [2026001#]ops_onboarding_apply_guide_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민00_Ops_System_Integration_Proposal.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민00분석_및_대응.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민00분석_및_대책수립.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민00분석v2withgpt.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차_marketing_playbook_complete.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차_룰렛구현계획서_Part1_Segmentation_Fragments.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차_복권구현계획서_Part2_Collection.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차_체류시간증대_전략_v1.0.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차디자인개선완료.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민2차사운드plan완료.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA202601_event_ops_plan_implementation_guide.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA[20261월첫째주]retention_turnaround_plan.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Admin_UX_Flow_Wireframe_Guide.md,unknown,,,2026-01-16,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Admin_UX_Plan.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Evaluation_System.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Frontend_Module_Design.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Implementation_Checklist.md,unknown,,,2026-01-16,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민AA_Ops_Playbook_Backend_Analysis.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민PROD_보상세팅_실무가이드.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민sot.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/도파민템플릿_가이드.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/도파민2차/텔레그램_MiniApp_로컬E2E_대책(터널링_vs_스테이징).md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/20251225_detailed_operation_strategy.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/20251225_operation_plan_bridge_week.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/20251226_master_operation_plan_retention_cc.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/202512asset_grand_cycle_plan.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/202512ops_gap_playbook_2025-12-25.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/2025season_cycle_efficiency.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/20260101_cc_retention_gap_runbook_example_ko.md,unknown,,,2026-01-01,,,,,
docs/v1archive/06_ops/202601/자료/20260101_cc_retention_recovery_runbook_12-25_to_01-02_ko.md,unknown,,,2026-01-01,,,,,
docs/v1archive/06_ops/202601/자료/20260101_kpi_parallel_admin_excel_sop_ko.md,unknown,,,2026-01-01,,,,,
docs/v1archive/06_ops/202601/자료/20260101_telegram_user_matching_sop_ko.md,unknown,,,2026-01-01,,,,,
docs/v1archive/06_ops/202601/자료/20260102_launch_promo_user_acquisition_plan_0102_to_0106_ko.md,unknown,운영 계획,v1.1,2026-01-02,GitHub Copilot,,,,
docs/v1archive/06_ops/202601/자료/20260104_db_retention_analysis_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/20260104_event_plan_evaluation_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/202601_january_idea_note.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/202601_operation_guide_cherrypicker_defense.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/XMAS_합법적_게임기반_유저참여_메시지.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/[20260110]10일집중리텐션운영가이드_v2.1.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/admin_ux_improvement_process.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/daily_retention_report_20260116.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/excel_retention_group_people_report_20251229_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/incident_report_20260115_infinite_mining.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/retention_x_db_signup_external_ranking_report_20251229_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/survey_system_improvements_v2.md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/스테이징_환경_구축_작업지시서(텔레그램_MiniApp_E2E).md,unknown,,,,,,,,
docs/v1archive/06_ops/202601/자료/이벤트_보상_및_상점_설정_리포트.md,unknown,,,,,,,,
docs/v1archive/06_ops/admin/01_admin_e2e_docker_runbook_v1.0.md,unknown,,,,,,,,
docs/v1archive/06_ops/admin/admin_dice_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_login_auth_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_lottery_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_member_data_page_guide.md,unknown,,,,,,,,
docs/v1archive/06_ops/admin/admin_page_design_guide.md,unknown,,,,,,,,
docs/v1archive/06_ops/admin/admin_ranking_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_rebuild_checklist.md,unknown,,,,,,,,
docs/v1archive/06_ops/admin/admin_roulette_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_user_guide.md,unknown,가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/admin/admin_user_identity_backfill_plan_20260103.md,unknown,운영 계획,,2026-01-03,,"운영자, 백엔드 담당",,,
docs/v1archive/06_ops/admin/admin_user_identity_crud_refactor_checklist.md,unknown,,,2026-01-03,,,,,
docs/v1archive/06_ops/admin/admin_user_identity_crud_refactor_spec_20260103.md,unknown,,,2026-01-03,,,,,
docs/v1archive/06_ops/admin/admin_user_identity_monitoring_20260103.md,unknown,운영/모니터링 가이드,,2026-01-03,,,,,
docs/v1archive/06_ops/admin/admin_user_identity_rollout_plan_20260103.md,unknown,릴리즈/운영 계획,,2026-01-03,,,,,
docs/v1archive/06_ops/audit/20260113_ops_crisis_scenarios_spec.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/202601운영로그설계서.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/202601운영로그설계체크리스트.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/[20261월첫째주] [2026001#]admin_audit_plan_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/admin_ui_improvement_checklist.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase1_user_crm_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase2_economy_game_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase3_rewards_missions_seasons_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase4_games_events_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase5_system_others_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/phase6_global_sync_integrity_audit_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/shop_page_redesign_guide.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/ticket_manager_page_redesign_guide.md,unknown,,,,,,,,
docs/v1archive/06_ops/audit/vault_admin_redesign_spec.md,unknown,,,,,,,,
docs/v1archive/06_ops/deployment/01_vultr_seoul_setup_guide_v1.0.md,unknown,가이드,v1.0,2026-01-09,BE팀 (Antigravity),"BE 개발자, SRE",SoT,,
docs/v1archive/06_ops/deployment/02_vultr_ubuntu_init_script_v1.0.md,unknown,런북,v1.0,2026-01-09,BE팀 (Antigravity),"BE 개발자, SRE",SoT,,
docs/v1archive/06_ops/deployment/03_fast_deployment_guide_v1.0.md,unknown,가이드,v1.0,2026-01-09,BE팀 (Antigravity),"BE 개발자, SRE",SoT,,
docs/v1archive/06_ops/deployment/04_post_deployment_verification_v1.0.md,unknown,,,,,,,,
docs/v1archive/06_ops/deployment/2026-01-13_CI_DEPLOY_RUNBOOK.md,unknown,운영/배포 Runbook + Postmortem(요약),v1.0,2026-01-13,,,,,
docs/v1archive/06_ops/deployment/99_deployment_troubleshooting_v1.0.md,unknown,,,,,,,,
docs/v1archive/06_ops/deployment/DEPLOYMENT.md,unknown,배포 가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/deployment/DEPLOYMENT_EXPECTED_ERRORS.md,unknown,운영/배포 사전 점검,v1.6,2026-01-13,시스템 설계팀,,,,
docs/v1archive/06_ops/deployment/DEPLOYMENT_QUICKSTART.md,unknown,배포 가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/deployment/DEPLOYMENT_STATUS.md,unknown,상태 보고서,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/deployment/DEPLOYMENT_root.md,unknown,배포 가이드,v1.1,2025-12-25,시스템 설계팀,,,,
docs/v1archive/06_ops/deployment/FINAL_DEPLOYMENT_STEPS.md,unknown,,,,,,,,
docs/v1archive/06_ops/deployment/SERVER_UPDATE_RUNBOOK.md,unknown,,,,,,,,
docs/v1archive/06_ops/deployment/vultr_deploy.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/01_retention_strategy_integrated_v1.1.md,unknown,설계,v1.1,2026-01-09,BE팀 (Antigravity),"BE 개발자, PO, 운영팀",SoT,,
docs/v1archive/06_ops/events/20260104_dice_event_build_ko.md,unknown,,v2.0 (실행 가능 구현 수준),2026-01-04,,,,,
docs/v1archive/06_ops/events/20260104_event_plan_evaluation_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/20260104_golden_hour_event_plan_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/20260104_golden_hour_grafana.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/20260104_streak_mission_event_plan_ko.md,unknown,,v2.0 (AAA Game Service Standard),2026-01-04,,,,,
docs/v1archive/06_ops/events/20260104_team_battle_variant_plan_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/20260106_telegram_native_features_plan_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/[20261월둘쨰주]20260104_dice_event_build_ko.md,unknown,,v2.0 (실행 가능 구현 수준),2026-01-04,,,,,
docs/v1archive/06_ops/events/[20261월둘쨰주]20260104_team_battle_variant_plan_ko.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/[20261월첫째주] [2026001#01]final_user_report.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/[20261월첫째주] 첫2주 운영플랜.md,unknown,,,,,,,,
docs/v1archive/06_ops/events/[20261월첫쨰주]72hour_slot_plan.md,unknown,,,,,,,,
docs/v1archive/07_review/audit/admin_audit_report_ko.md,unknown,,,,,,,,
docs/v1archive/07_review/backend_pending_actions.md,unknown,,,,,,,,
docs/v1archive/07_review/backend_progress_checklist.md,unknown,,,,,,,,
docs/v1archive/07_review/backend_validation_checklist_v1.0.md,unknown,,,,,,,,
docs/v1archive/07_review/db_validation_sync_status.md,unknown,,,,,,,,
docs/v1archive/07_review/frontend_christmas_theme_review_v1.0.md,unknown,,,,,,,,
docs/v1archive/07_review/frontend_progress_checklist.md,unknown,,,,,,,,
docs/v1archive/07_review/season_pass_progress_review_v1.0.md,unknown,,,,,,,,
docs/v1archive/07_review/xp_reward_rework.md,unknown,,,,,,,,
docs/v1archive/08_changelog/2024-12-31_link_code.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20251228_deployment_debug_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20251230_ssl_telegram_debug_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260101_bugfixes_and_qa.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260102_user_deletion_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260102_vault_single_sot_phase3_progress.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260102_welcome_modal_policy_b.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260103_dice_config_vault_alignment.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260103_vault_ticket0_copy_cleanup.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260104_admin_dashboard_incident.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260104_admin_segment_recommendation_reason.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260104_system_cleanup_and_feature_updates.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260106_frontend_webp_assets_and_modal_updates.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260106_grinder_rule_dev_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260106_rewards_hub_bottom_nav.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260106_shop_auto_fulfill_tokens.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260106_unified_economy_bug_fixes.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260108_rate_limit_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260110_server_restore_and_deposit_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260111_economy_sot_docs_alignment.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260112_admin_ui_redesign_and_deployment_notes.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260112_dice_golden_hour_event_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260112_test_fixes_backend.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260113_full_event_playbook_implementation.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_admin_inventory_integration.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_admin_shop_vault_product_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_admin_vault_history_balance_display.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_initial_load_retry_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_lottery_admin_reward_sync_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_mission_action_type_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_ops_plan_action_tests.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_ops_playbook_dev_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_ui_polish_vault_welcome_inventory.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_vault_withdrawal_logic_update.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260115_withdrawal_ui_and_ops_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260116_admin_ticket_manager_inventory.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260116_dice_battle_mode_and_vault_logic.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260116_ops_admin_and_roulette_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260116_welcome_modal_and_vault_daily_spending.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260117_joyride_and_log_fixes.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260117_ops_report_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260117_vault_withdrawal_tier_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260118_golden_project_dev_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/20260123_v2_admin_user_creation_and_compat_fixes.md,unknown,변경 로그,v1.3,2026-01-23,GitHub Copilot,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-12.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-14.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-18.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-19.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-20.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-21.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-25.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-26.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-27.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-28.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2025-12-31.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2026-01-13.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2026-01-14.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/2026-01-15.md,unknown,,,,,,,,
docs/v1archive/08_changelog/99_changelog/project_changelog.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월둘째주]dev_log_20260113_admin_dashboard_playbook.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월둘째주]dev_log_20260114_dice_reward_config_vault_display_fix.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월둘째주]dev_log_20260114_vip_entry_production.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월첫째주]_dev_log_summary_20251230-20260105.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월첫째주]dev_log_20260105_streak_rewards.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월첫째주]dev_log_20260105_streak_rewards_and_fixes.md,unknown,,,,,,,,
docs/v1archive/08_changelog/[20261월첫째주]오류로그20260104_admin_dashboard_dev_log.md,unknown,,,,,,,,
docs/v1archive/08_changelog/v2_economy_sot_compliance_report.md,unknown,,,,,,,,
docs/v1archive/08_changelog/v2_verification_test_logs_20260124_phase4.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_ai_prompt_guidelines_v1.md,unknown,,,,,{유저군/상황},,,
docs/v1archive/09_marketing/golden/01_strategy/golden_d2_retention_tactics.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_data_strategy_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_diagnosis_v2.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_ideas_expansion_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_integrated_master_plan.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_system_metadata_integration_v1.md,unknown,,{golden|golden_v1},,,,,,
docs/v1archive/09_marketing/golden/01_strategy/golden_vision_summary_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_ab_test_framework_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_adaptive_engine_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_ai_retention_plan.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_ch25_events_implementation_plan_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_db_migration_plan_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_dda_algorithm_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_event_definition_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_free_spin_probability_impact_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_intervention_rules_proposal_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_log_ingestion_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_log_pipeline_spec_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_ltv_roi_automation_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_realtime_architecture_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/02_tech_spec/golden_variable_reward_algorithm_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/03_research/golden_evolution_roadmap_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/03_research/golden_gap_analysis_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/03_research/golden_goldilocks_diagnosis_v1.md,unknown,,,,,,,,
docs/v1archive/09_marketing/golden/03_research/golden_user_persona_analysis_v1.md,unknown,,,,,,,,
